Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators
ref4322,cid4637752,Printed works,Pamphlets,"Goldberg, I. and Goldsmith, Isaac. Easton, PA, The program for Able's opera house",The program for Able's opera house,"Goldberg, I.","Goldsmith, Isaac",,"Easton, PA",1887 January 7,Folder,Mixed materials,Binder K,Page,2,lbr_fk_s2_1r.tif; lbr_fk_s2_1v.tif; lbr_fk_s2_2r.tif; lbr_fk_s2_2v.tif; lbr_fk_s2_3r.tif; lbr_fk_s2_3v.tif; lbr_fk_s2_4r.tif; lbr_fk_s2_4v.tif
ref4323,cid4637751,Printed works,Pamphlets,"Goldsmith, S. Bellefonte, PA, Advertising pamphlet for the ""Grand Fall Opening"" of the Goldsmith Brothers Bee Hive One Price store","Advertising pamphlet for the ""Grand Fall Opening"" of the Goldsmith Brothers Bee Hive One Price store","Goldsmith, S.",,,"Bellefonte, PA",1884 October 25,Drawer,Mixed materials,Judaica Americana,Folder,PA 462,doc_ja_pa_462_1r.tif; doc_ja_pa_462_1v.tif; doc_ja_pa_462_2r.tif; doc_ja_pa_462_2v.tif
ref4324,cid4637750,Printed works,Pamphlets,"Gratz, Hyman. Philadelphia, PA, Catalog of 10th annual exhibition of the Artists' Fund Society of Philadelphia and the Pennsylvania Academy of Fine Arts 1845. It lists Hyman Gratz as the Director",Catalog of 10th annual exhibition of the Artists' Fund Society of Philadelphia and the Pennsylvania Academy of Fine Arts 1845. It lists Hyman Gratz as the Director,"Gratz, Hyman",,,"Philadelphia, PA",1845,Drawer,Mixed materials,Gratz Family,Folder,75,doc_gf_75_1r.tif; doc_gf_75_1v.tif; doc_gf_75_2r.tif; doc_gf_75_2v.tif; doc_gf_75_3r.tif; doc_gf_75_3v.tif; doc_gf_75_4r.tif; doc_gf_75_4v.tif; doc_gf_75_5r.tif; doc_gf_75_5v.tif; doc_gf_75_6r.tif; doc_gf_75_6v.tif; doc_gf_75_7r.tif; doc_gf_75_7v.tif; doc_gf_75_8r.tif; doc_gf_75_8v.tif
ref4325,cid4637749,Printed works,Pamphlets,"Gratz, Jacob and Sexias, David G. Philadelphia, PA, The annual report of the board of directors of the Pennsylvania Institution for the Deaf and Dumb for 1856. Includes a eulogy for Jacob Gratz on page 16. It also notes that David G. Sexias was the first teacher and had previously supported the school at his own expense",The annual report of the board of directors of the Pennsylvania Institution for the Deaf and Dumb for 1856. Includes a eulogy for Jacob Gratz on page 16. It also notes that David G. Sexias was the first teacher and had previously supported the school at his own expense,"Gratz, Jacob","Sexias, David G.",,"Philadelphia, PA",1857,Drawer,Mixed materials,Judaica Americana,Folder,Phila Pamphlet 9,doc_ja_phil_pam_9_1r.tif; doc_ja_phil_pam_9_1v.tif; doc_ja_phil_pam_9_2r.tif; doc_ja_phil_pam_9_2v.tif; doc_ja_phil_pam_9_3r.tif; doc_ja_phil_pam_9_3v.tif; doc_ja_phil_pam_9_4r.tif; doc_ja_phil_pam_9_4v.tif; doc_ja_phil_pam_9_5r.tif; doc_ja_phil_pam_9_5v.tif; doc_ja_phil_pam_9_6r.tif; doc_ja_phil_pam_9_6v.tif; doc_ja_phil_pam_9_7r.tif; doc_ja_phil_pam_9_7v.tif; doc_ja_phil_pam_9_8r.tif; doc_ja_phil_pam_9_8v.tif; doc_ja_phil_pam_9_9r.tif; doc_ja_phil_pam_9_9v.tif; doc_ja_phil_pam_9_10r.tif; doc_ja_phil_pam_9_10v.tif; doc_ja_phil_pam_9_11r.tif; doc_ja_phil_pam_9_11v.tif; doc_ja_phil_pam_9_12r.tif; doc_ja_phil_pam_9_12v.tif; doc_ja_phil_pam_9_13r.tif; doc_ja_phil_pam_9_13v.tif; doc_ja_phil_pam_9_14r.tif; doc_ja_phil_pam_9_14v.tif; doc_ja_phil_pam_9_15r.tif; doc_ja_phil_pam_9_15v.tif; doc_ja_phil_pam_9_16r.tif; doc_ja_phil_pam_9_16v.tif; doc_ja_phil_pam_9_17r.tif; doc_ja_phil_pam_9_17v.tif; doc_ja_phil_pam_9_18r.tif; doc_ja_phil_pam_9_18v.tif; doc_ja_phil_pam_9_19r.tif; doc_ja_phil_pam_9_19v.tif; doc_ja_phil_pam_9_20r.tif; doc_ja_phil_pam_9_20v.tif; doc_ja_phil_pam_9_21r.tif; doc_ja_phil_pam_9_21v.tif; doc_ja_phil_pam_9_22r.tif; doc_ja_phil_pam_9_22v.tif
ref4326,cid4637748,Printed works,Pamphlets,"Gratz, Jacob. Philadelphia, PA, Annual report of the President and Managers of the Union Canal Company of Pennsylvania, printed by Lydia R. Bailey. Jacob Gratz is listed as a manager","Annual report of the President and Managers of the Union Canal Company of Pennsylvania, printed by Lydia R. Bailey. Jacob Gratz is listed as a manager","Gratz, Jacob",,,"Philadelphia, PA",1828 November 18,Drawer,Mixed materials,Gratz Family,Folder,38,doc_gf_38_1r.tif; doc_gf_38_1v.tif; doc_gf_38_2r.tif; doc_gf_38_2v.tif; doc_gf_38_3r.tif; doc_gf_38_3v.tif; doc_gf_38_4r.tif; doc_gf_38_4v.tif; doc_gf_38_5r.tif; doc_gf_38_5v.tif; doc_gf_38_6r.tif; doc_gf_38_6v.tif;
ref4327,cid4637747,Printed works,Pamphlets,"Gratz, Joseph and Gratz, Hyman. Philadelphia, PA, An act to incorporate the Girard Bank in the city of Philadelphia, passed on the 3rd of April, 1832, and the act supplementary thereto, passed on the 19th of March, 1836, together with an appendix containing all the provisions of other laws to which reference is made. First Edition","An act to incorporate the Girard Bank in the city of Philadelphia, passed on the 3rd of April, 1832, and the act supplementary thereto, passed on the 19th of March, 1836, together with an appendix containing all the provisions of other laws to which reference is made. First Edition","Gratz, Joseph","Gratz, Hyman",,"Philadelphia, PA",1836,Drawer,Mixed materials,Gratz Family,Folder,37,doc_gf_37_1r.tif; doc_gf_37_1v.tif; doc_gf_37_2r.tif; doc_gf_37_2v.tif; doc_gf_37_3r.tif; doc_gf_37_3v.tif; doc_gf_37_4r.tif; doc_gf_37_4v.tif; doc_gf_37_5r.tif; doc_gf_37_5v.tif; doc_gf_37_6r.tif; doc_gf_37_6v.tif; doc_gf_37_7r.tif; doc_gf_37_7v.tif; doc_gf_37_8r.tif; doc_gf_37_8v.tif; doc_gf_37_9r.tif; doc_gf_37_9v.tif; doc_gf_37_10r.tif; doc_gf_37_10v.tif; doc_gf_37_11r.tif; doc_gf_37_11v.tif; doc_gf_37_12r.tif; doc_gf_37_12v.tif; doc_gf_37_13r.tif; doc_gf_37_13v.tif; doc_gf_37_14r.tif; doc_gf_37_14v.tif; doc_gf_37_15r.tif; doc_gf_37_15v.tif; doc_gf_37_16r.tif; doc_gf_37_16v.tif
ref4328,cid4637746,Printed works,Pamphlets,"Gratz, Rebecca. Philadelphia, PA, Constitution and bylaws of the Jewish Foster Home Society of the city of Philadelphia",Constitution and bylaws of the Jewish Foster Home Society of the city of Philadelphia,"Gratz, Rebecca",,,"Philadelphia, PA",1862,Drawer,Mixed materials,Judaica americana,Folder,Phila Pamphlet 36,doc_ja_phil_pam_36_1r.tif; doc_ja_phil_pam_36_1v.tif; doc_ja_phil_pam_36_2r.tif; doc_ja_phil_pam_36_2v.tif; doc_ja_phil_pam_36_3r.tif; doc_ja_phil_pam_36_3v.tif; doc_ja_phil_pam_36_4r.tif; doc_ja_phil_pam_36_4v.tif; doc_ja_phil_pam_36_5r.tif; doc_ja_phil_pam_36_5v.tif; doc_ja_phil_pam_36_6r.tif; doc_ja_phil_pam_36_6v.tif; doc_ja_phil_pam_36_7r.tif; doc_ja_phil_pam_36_7v.tif; doc_ja_phil_pam_36_8r.tif; doc_ja_phil_pam_36_8v.tif; doc_ja_phil_pam_36_9r.tif; doc_ja_phil_pam_36_9v.tif; doc_ja_phil_pam_36_10r.tif; doc_ja_phil_pam_36_10v.tif; doc_ja_phil_pam_36_11r.tif; doc_ja_phil_pam_36_11v.tif; doc_ja_phil_pam_36_12r.tif
ref4329,cid4637745,Printed works,Pamphlets,"Gratz, Rebecca. Philadelphia, PA, The constitution of the female Hebrew benevolent society of Philadelphia",The constitution of the female Hebrew benevolent society of Philadelphia,"Gratz, Rebecca",,,"Philadelphia, PA",1836,Drawer,Mixed materials,Judaica Americana,Folder,Phila Pamphlet 15,doc_ja_phil_pam_15_1r.tif; doc_ja_phil_pam_15_1v.tif; doc_ja_phil_pam_15_2r.tif; doc_ja_phil_pam_15_2v.tif; doc_ja_phil_pam_15_3r.tif; doc_ja_phil_pam_15_3v.tif; doc_ja_phil_pam_15_4r.tif; doc_ja_phil_pam_15_4v.tif; doc_ja_phil_pam_15_5r.tif; doc_ja_phil_pam_15_5v.tif; doc_ja_phil_pam_15_6r.tif; doc_ja_phil_pam_15_6v.tif; doc_ja_phil_pam_15_7r.tif; doc_ja_phil_pam_15_7v.tif; doc_ja_phil_pam_15_8r.tif; doc_ja_phil_pam_15_8v.tif
ref4330,cid4637744,Printed works,Pamphlets,"Gratz, Simon. Philadelphia, PA, Brief for the late Simon Gratz to the Willington Estate in Philadelphia, lately belonging to the Framers' and Mechanics' Land and Building Association","Brief for the late Simon Gratz to the Willington Estate in Philadelphia, lately belonging to the Framers' and Mechanics' Land and Building Association","Gratz, Simon",,,"Philadelphia, PA",1871,Drawer,Mixed materials,Gratz Family,Folder,70,doc_gf_70_1r.tif; doc_gf_70_1v.tif; doc_gf_70_2r.tif; doc_gf_70_2v.tif; doc_gf_70_3r.tif; doc_gf_70_3v.tif; doc_gf_70_4r.tif; doc_gf_70_4v.tif; doc_gf_70_5r.tif; doc_gf_70_5v.tif; doc_gf_70_6r.tif; doc_gf_70_6v.tif; doc_gf_70_7r.tif; doc_gf_70_7v.tif; doc_gf_70_8r.tif; doc_gf_70_8v.tif; doc_gf_70_9r.tif; doc_gf_70_9v.tif; doc_gf_70_10r.tif; doc_gf_70_10v.tif; doc_gf_70_11r.tif; doc_gf_70_11v.tif; doc_gf_70_12r.tif; doc_gf_70_12v.tif; doc_gf_70_13r.tif; doc_gf_70_13v.tif; doc_gf_70_14r.tif; doc_gf_70_14v.tif; doc_gf_70_15r.tif; doc_gf_70_15v.tif; doc_gf_70_16r.tif; doc_gf_70_16v.tif; doc_gf_70_17r.tif; doc_gf_70_17v.tif; doc_gf_70_18r.tif; doc_gf_70_18v.tif; doc_gf_70_19r.tif; doc_gf_70_19v.tif; doc_gf_70_20r.tif; doc_gf_70_20v.tif; doc_gf_70_21r.tif; doc_gf_70_21v.tif; doc_gf_70_22r.tif; doc_gf_70_22v.tif; doc_gf_70_23r.tif; doc_gf_70_23v.tif; doc_gf_70_24r.tif; doc_gf_70_24v.tif; doc_gf_70_25r.tif; doc_gf_70_25v.tif; doc_gf_70_26r.tif; doc_gf_70_26v.tif
ref4331,cid4637743,Printed works,Pamphlets,"Gutheim, James K. Louisville, KY, Oration delivered on the Fifth Anniversary of the Home for Jewish Widows and Orphans, by Rev. James K. Gutheim. Published by order of the Board of Officers of the Association, in New Orleans, January 8th, 1861","Oration delivered on the Fifth Anniversary of the Home for Jewish Widows and Orphans, by Rev. James K. Gutheim. Published by order of the Board of Officers of the Association, in New Orleans, January 8th, 1861","Gutheim, James K.",,,"Louisville, KY",1849 March 30,Drawer,Mixed materials,Judaica Americana,Folder,KY 119,doc_ja_ky_119_1r.tif; doc_ja_ky_119_1v.tif; doc_ja_ky_119_2r.tif; doc_ja_ky_119_2v.tif; doc_ja_ky_119_3r.tif; doc_ja_ky_119_3v.tif; doc_ja_ky_119_4r.tif; doc_ja_ky_119_4v.tif; doc_ja_ky_119_5r.tif; doc_ja_ky_119_5v.tif; doc_ja_ky_119_6r.tif; doc_ja_ky_119_6v.tif; doc_ja_ky_119_7r.tif; doc_ja_ky_119_7v.tif; doc_ja_ky_119_8r.tif; doc_ja_ky_119_8v.tif; doc_ja_ky_119_9r.tif; doc_ja_ky_119_9v.tif; doc_ja_ky_119_10r.tif; doc_ja_ky_119_10v.tif
ref4332,cid4637742,Printed works,Pamphlets,"Gutheim, James K. Louisville, KY, Sermon delivered at the consecration of the synagogue Adas Israel at Louisville, Kentucky on the 7th day of Nissan 5609, by Rev. James Koppel Gutheim","Sermon delivered at the consecration of the synagogue Adas Israel at Louisville, Kentucky on the 7th day of Nissan 5609, by Rev. James Koppel Gutheim","Gutheim, James K.",,,"Louisville, KY",1849 March 30,Drawer,Mixed materials,Judaica Americana,Folder,LA 131,doc_ja_la_131_1r.tif; doc_ja_la_131_1v.tif; doc_ja_la_131_2r.tif; doc_ja_la_131_2v.tif; doc_ja_la_131_3r.tif; doc_ja_la_131_3v.tif; doc_ja_la_131_4r.tif; doc_ja_la_131_4v.tif; doc_ja_la_131_5r.tif; doc_ja_la_131_5v.tif; doc_ja_la_131_6r.tif; doc_ja_la_131_6v.tif; doc_ja_la_131_7r.tif; doc_ja_la_131_7v.tif; doc_ja_la_131_8r.tif; doc_ja_la_131_8v.tif; doc_ja_la_131_9r.tif; doc_ja_la_131_9v.tif; doc_ja_la_131_10r.tif; doc_ja_la_131_10v.tif
ref4333,cid4637741,Printed works,Pamphlets,"Guttman, Harry. Des Moines, IA, Printed script letter inviting the ladies to visit, from Western Fur Mfg. Co., Harry Guttman, manager","Printed script letter inviting the ladies to visit, from Western Fur Mfg. Co., Harry Guttman, manager","Guttman, Harry",,,"Des Moines, IA",1890,Drawer,Mixed materials,Judaica Americana,Folder,IA 87,doc_ja_ia_87_1r.tif; doc_ja_ia_87_1v.tif; doc_ja_ia_87_2r .tif; doc_ja_ia_87_2r.tif; doc_ja_ia_87_2v.tif
ref4334,cid4637740,Printed works,Pamphlets,"Harris, Thaddeus Mason. Boston, MA, Sermon",Sermon,"Harris, Thaddeus Mason",,,"Boston, MA",1816,Drawer,Mixed materials,Christian-Jewish Relations,Folder,3,doc_ja_cj_3_1v.tif; doc_ja_cj_3_1v.tif; doc_ja_cj_3_2r.tif; doc_ja_cj_3_2v.tif; doc_ja_cj_3_3r.tif; doc_ja_cj_3_3v.tif; doc_ja_cj_3_4r.tif; doc_ja_cj_3_4v.tif; doc_ja_cj_3_5r.tif; doc_ja_cj_3_6r.tif; doc_ja_cj_3_6v.tif; doc_ja_cj_3_7r.tif; doc_ja_cj_3_7v.tif; doc_ja_cj_3_8r.tif; doc_ja_cj_3_8v.tif; doc_ja_cj_3_9r.tif; doc_ja_cj_3_9v.tif; doc_ja_cj_3_10r.tif; doc_ja_cj_3_10v.tif; doc_ja_cj_3_11r.tif; doc_ja_cj_3_11v.tif; doc_ja_cj_3_12r.tif; doc_ja_cj_3_12v.tif; doc_ja_cj_3_13r.tif
ref4335,cid4637739,Printed works,Pamphlets,"Hart, Abraham. Philadelphia, PA, The dossay portraits from punch with 6 humorous illustrations. Published by Carey and Hart, president of Mikveh Israel","The dossay portraits from punch with 6 humorous illustrations. Published by Carey and Hart, president of Mikveh Israel","Hart, Abraham",,,"Philadelphia, PA",1845,Drawer,Mixed materials,Judaica Americana,Folder,LA 131,doc_ja_phil_84_1r.tif; doc_ja_phil_84_1v.tif; doc_ja_phil_84_2r.tif; doc_ja_phil_84_2v.tif; doc_ja_phil_84_3r.tif; doc_ja_phil_84_3v.tif; doc_ja_phil_84_4r.tif; doc_ja_phil_84_4v.tif; doc_ja_phil_84_5r.tif; doc_ja_phil_84_5v.tif; doc_ja_phil_84_6r.tif; doc_ja_phil_84_6v.tif; doc_ja_phil_84_7r.tif; doc_ja_phil_84_7v.tif; doc_ja_phil_84_8r.tif; doc_ja_phil_84_8v.tif; doc_ja_phil_84_9r.tif; doc_ja_phil_84_9v.tif; doc_ja_phil_84_10r.tif; doc_ja_phil_84_10v.tif; doc_ja_phil_84_11r.tif; doc_ja_phil_84_11v.tif; doc_ja_phil_84_12r.tif; doc_ja_phil_84_12v.tif; doc_ja_phil_84_13r.tif; doc_ja_phil_84_13v.tif; doc_ja_phil_84_14r.tif; doc_ja_phil_84_14v.tif; doc_ja_phil_84_15r.tif; doc_ja_phil_84_15v.tif; doc_ja_phil_84_16r.tif; doc_ja_phil_84_16v.tif; doc_ja_phil_84_17r.tif; doc_ja_phil_84_17v.tif; doc_ja_phil_84_18r.tif; doc_ja_phil_84_18v.tif; doc_ja_phil_84_19r.tif; doc_ja_phil_84_19v.tif
ref4336,cid4637738,Printed works,Pamphlets,"Hart, Meyer and Barnett, Nathan. Philadelphia, PA, A short account of the yellow fever in Philadelphia by J. Helmuth, minister of the Lutheran congregation, with a list of deaths by denomination","A short account of the yellow fever in Philadelphia by J. Helmuth, minister of the Lutheran congregation, with a list of deaths by denomination","Hart, Meyer","Barnett, Nathan",,"Philadelphia, PA",1794,,,,,,doc_ja_phil_pam_19_1r.tif; doc_ja_phil_pam_19_1v.tif; doc_ja_phil_pam_19_2r.tif; doc_ja_phil_pam_19_2v.tif; doc_ja_phil_pam_19_3r.tif; doc_ja_phil_pam_19_3v.tif; doc_ja_phil_pam_19_4r.tif; doc_ja_phil_pam_19_4v.tif; doc_ja_phil_pam_19_5r.tif; doc_ja_phil_pam_19_5v.tif; doc_ja_phil_pam_19_6r.tif; doc_ja_phil_pam_19_6v.tif; doc_ja_phil_pam_19_7r.tif; doc_ja_phil_pam_19_7v.tif; doc_ja_phil_pam_19_8r.tif; doc_ja_phil_pam_19_8v.tif; doc_ja_phil_pam_19_9r.tif; doc_ja_phil_pam_19_9v.tif; doc_ja_phil_pam_19_10r.tif; doc_ja_phil_pam_19_10v.tif; doc_ja_phil_pam_19_11r.tif; doc_ja_phil_pam_19_11v.tif; doc_ja_phil_pam_19_12r.tif; doc_ja_phil_pam_19_12v.tif; doc_ja_phil_pam_19_13r.tif; doc_ja_phil_pam_19_13v.tif; doc_ja_phil_pam_19_14r.tif; doc_ja_phil_pam_19_14v.tif; doc_ja_phil_pam_19_15r.tif; doc_ja_phil_pam_19_15v.tif; doc_ja_phil_pam_19_16r.tif; doc_ja_phil_pam_19_16v.tif; doc_ja_phil_pam_19_17r.tif; doc_ja_phil_pam_19_17v.tif; doc_ja_phil_pam_19_18r.tif; doc_ja_phil_pam_19_18v.tif; doc_ja_phil_pam_19_19r.tif; doc_ja_phil_pam_19_19v.tif; doc_ja_phil_pam_19_20r.tif; doc_ja_phil_pam_19_20v.tif; doc_ja_phil_pam_19_21r.tif; doc_ja_phil_pam_19_21v.tif; doc_ja_phil_pam_19_22r.tif; doc_ja_phil_pam_19_22v.tif; doc_ja_phil_pam_19_23r.tif; doc_ja_phil_pam_19_23v.tif; doc_ja_phil_pam_19_24r.tif; doc_ja_phil_pam_19_24v.tif; doc_ja_phil_pam_19_25r.tif; doc_ja_phil_pam_19_25v.tif; doc_ja_phil_pam_19_26r.tif; doc_ja_phil_pam_19_26v.tif; doc_ja_phil_pam_19_27r.tif; doc_ja_phil_pam_19_27v.tif; doc_ja_phil_pam_19_28r.tif; doc_ja_phil_pam_19_28v.tif; doc_ja_phil_pam_19_29r.tif; doc_ja_phil_pam_19_29v.tif; doc_ja_phil_pam_19_30r.tif; doc_ja_phil_pam_19_30v.tif; doc_ja_phil_pam_19_31r.tif; doc_ja_phil_pam_19_31v.tif; doc_ja_phil_pam_19_32r.tif; doc_ja_phil_pam_19_32v.tif
ref4337,cid4637737,Printed works,Pamphlets,"Hays, Isaac. Philadelphia, PA, Pamphlet with a list of the members and correspondents of the Academy of Natural Science. Dr. Isaac Hays is listed as a life member as of 1818",Pamphlet with a list of the members and correspondents of the Academy of Natural Science. Dr. Isaac Hays is listed as a life member as of 1818,"Hays, Isaac",,,"Philadelphia, PA",1848 November 1,Folder,Mixed materials,Binder H,Page,24,lbr_fh_s24_1r.tif; lbr_fh_s24_1v.tif; lbr_fh_s24_2r.tif; lbr_fh_s24_2v.tif; lbr_fh_s24_3r.tif; lbr_fh_s24_3v.tif; lbr_fh_s24_4r.tif; lbr_fh_s24_4v.tif; lbr_fh_s24_5r.tif; lbr_fh_s24_5v.tif; lbr_fh_s24_6r.tif; lbr_fh_s24_6v.tif
ref4338,cid4637736,Printed works,Pamphlets,"Hebrew Almanac. New York, NY, Almanac for 1963-1964",Almanac for 1963-1964,,,Hebrew Almanac,"New York, NY",1963-1964,Drawer,Mixed materials,Montefiore,Folder,32,doc_mnt_32_1r.tif; doc_mnt_32_1v.tif; doc_mnt_32_2r.tif; doc_mnt_32_2v.tif; doc_mnt_32_3r.tif; doc_mnt_32_3v.tif; doc_mnt_32_4r.tif; doc_mnt_32_4v.tif; doc_mnt_32_5r.tif; doc_mnt_32_5v.tif; doc_mnt_32_6r.tif; doc_mnt_32_6v.tif; doc_mnt_32_7r.tif; doc_mnt_32_7v.tif; doc_mnt_32_8r.tif; doc_mnt_32_8v.tif; doc_mnt_32_9r.tif; doc_mnt_32_9v.tif; doc_mnt_32_10r.tif; doc_mnt_32_10v.tif; doc_mnt_32_11r.tif; doc_mnt_32_11v.tif; doc_mnt_32_12r.tif; doc_mnt_32_12v.tif; doc_mnt_32_13r.tif; doc_mnt_32_13v.tif; doc_mnt_32_14r.tif; doc_mnt_32_14v.tif; doc_mnt_32_15r.tif; doc_mnt_32_15v.tif; doc_mnt_32_16r.tif; doc_mnt_32_16v.tif; doc_mnt_32_17r.tif; doc_mnt_32_17v.tif
ref4339,cid4637735,Printed works,Pamphlets,"Hebrew Education Society. Philadelphia, PA, Constitution of the Hebrew Beneficial Society",Constitution of the Hebrew Beneficial Society,,,Hebrew Education Society,"Philadelphia, PA",1854,Drawer,Mixed materials,Judaica Americana,Folder,Phila Pamphlet 38,doc_ja_phil_pam_38_1r.tif; doc_ja_phil_pam_38_1v.tif; doc_ja_phil_pam_38_2r.tif; doc_ja_phil_pam_38_2v.tif; doc_ja_phil_pam_38_3r.tif; doc_ja_phil_pam_38_3v.tif; doc_ja_phil_pam_38_4r.tif; doc_ja_phil_pam_38_4v.tif; doc_ja_phil_pam_38_5r.tif; doc_ja_phil_pam_38_5v.tif; doc_ja_phil_pam_38_6r.tif; doc_ja_phil_pam_38_6v.tif; doc_ja_phil_pam_38_7r.tif; doc_ja_phil_pam_38_7v.tif; doc_ja_phil_pam_38_8r.tif; doc_ja_phil_pam_38_8v.tif; doc_ja_phil_pam_38_9r.tif; doc_ja_phil_pam_38_9v.tif; doc_ja_phil_pam_38_10r.tif; doc_ja_phil_pam_38_10v.tif; doc_ja_phil_pam_38_11r.tif; doc_ja_phil_pam_38_11v.tif; doc_ja_phil_pam_38_12r.tif; doc_ja_phil_pam_38_12v.tif; doc_ja_phil_pam_38_13r.tif; doc_ja_phil_pam_38_13v.tif; doc_ja_phil_pam_38_14r.tif; doc_ja_phil_pam_38_14v.tif; doc_ja_phil_pam_38_15r.tif; doc_ja_phil_pam_38_15v.tif; doc_ja_phil_pam_38_16r.tif; doc_ja_phil_pam_38_16v.tif; doc_ja_phil_pam_38_17r.tif; doc_ja_phil_pam_38_17v.tif; doc_ja_phil_pam_38_18r.tif; doc_ja_phil_pam_38_18v.tif; doc_ja_phil_pam_38_19r.tif; doc_ja_phil_pam_38_19v.tif; doc_ja_phil_pam_38_20r.tif; doc_ja_phil_pam_38_20v.tif; doc_ja_phil_pam_38_21r.tif; doc_ja_phil_pam_38_21v.tif; doc_ja_phil_pam_38_22r.tif; doc_ja_phil_pam_38_22v.tif; doc_ja_phil_pam_38_23r.tif; doc_ja_phil_pam_38_23v.tif; doc_ja_phil_pam_38_24r.tif; doc_ja_phil_pam_38_24v.tif; doc_ja_phil_pam_38_25r.tif; doc_ja_phil_pam_38_25v.tif; doc_ja_phil_pam_38_26r.tif; doc_ja_phil_pam_38_26v.tif; doc_ja_phil_pam_38_27r.tif; doc_ja_phil_pam_38_27v.tif; doc_ja_phil_pam_38_28r.tif; doc_ja_phil_pam_38_28v.tif; doc_ja_phil_pam_38_29r.tif; doc_ja_phil_pam_38_29v.tif; doc_ja_phil_pam_38_30r.tif; doc_ja_phil_pam_38_30v.tif; doc_ja_phil_pam_38_31r.tif; doc_ja_phil_pam_38_31v.tif; doc_ja_phil_pam_38_32r.tif; doc_ja_phil_pam_38_32v.tif; doc_ja_phil_pam_38_33r.tif; doc_ja_phil_pam_38_33v.tif; doc_ja_phil_pam_38_34r.tif; doc_ja_phil_pam_38_34v.tif; doc_ja_phil_pam_38_35r.tif
ref4340,cid4637734,Printed works,Pamphlets,"Hebrew Education Society. Philadelphia, PA, Rules and regulations for the government of the school of the Hebrew Education Society",Rules and regulations for the government of the school of the Hebrew Education Society,,,Hebrew Education Society,"Philadelphia, PA",1854,Drawer,Mixed materials,Judaica Americana,Folder,Phila Pamphlet 33,doc_ja_phil_pam_33_1r.tif; doc_ja_phil_pam_33_1v.tif; doc_ja_phil_pam_33_2r.tif; doc_ja_phil_pam_33_2v.tif; doc_ja_phil_pam_33_3r.tif; doc_ja_phil_pam_33_3v.tif; doc_ja_phil_pam_33_4r.tif; doc_ja_phil_pam_33_4v.tif; doc_ja_phil_pam_33_5r.tif; doc_ja_phil_pam_33_5v.tif; doc_ja_phil_pam_33_6r.tif; doc_ja_phil_pam_33_6v.tif
ref4341,cid4637733,Printed works,Pamphlets,"Hutzler Brothers. Baltimore, MD, Pamphlet for Hutzler Brothers with a formal invitation to the opening display of winter and fall dress goods",Pamphlet for Hutzler Brothers with a formal invitation to the opening display of winter and fall dress goods,,,Hutzler Brothers,"Baltimore, MD",1891,Drawer,Mixed materials,Judaica Americana,Folder,MD 221,doc_ja_md_221_1r.tif; doc_ja_md_221_1v.tif; doc_ja_md_221_2r.tif; doc_ja_md_221_2v.tif
ref4342,cid4637732,Printed works,Pamphlets,"Isaacs, Myer S. New York, NY, Program for the opening of an exchange and auction room in New York City",Program for the opening of an exchange and auction room in New York City,"Isaacs, Myer S.",,,"New York, NY",1885 April 14,Folder,Mixed materials,Binder K,Page,53,lbr_fk_s53_1r.tif; lbr_fk_s53_1v.tif; lbr_fk_s53_2r.tif; lbr_fk_s53_2v.tif; lbr_fk_s53_3r.tif; lbr_fk_s53_3v.tif; lbr_fk_s53_4r.tif; lbr_fk_s53_4v.tif; lbr_fk_s53_5r.tif; lbr_fk_s53_5v.tif; lbr_fk_s53_6r.tif; lbr_fk_s53_6v.tif
ref4343,cid4637731,Printed works,Pamphlets,"J. B. Spelman & Sons. New York, NY, Price list of fans, corsets, ribbon, needles, and whale bones for corsets","Price list of fans, corsets, ribbon, needles, and whale bones for corsets",,,J. B. Spelman & Sons,"New York, NY",1885,Drawer,Mixed materials,Judaica Americana,Folder,NYC 785,doc_ja_nyc_785_1r.tif; doc_ja_nyc_785_1v.tif; doc_ja_nyc_785_2r.tif; doc_ja_nyc_785_2v.tif
