Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators
ref4296,cid4637778,Printed works,Pamphlets,"Brandeis, Louis D. Fitchburg, MA, Brandeis discusses the righ of labor to organize",Brandeis discusses the righ of labor to organize,"Brandeis, Louis D.",,,"Fitchburg, MA",1912 September 18,Drawer,Mixed materials,Judaica Americana,Folder,MA 252,doc_ja_ma_252_1r.tif; doc_ja_ma_252_1v.tif; doc_ja_ma_252_2r.tif; doc_ja_ma_252_2v.tif; doc_ja_ma_252_3r.tif; doc_ja_ma_252_3v.tif; doc_ja_ma_252_4r.tif; doc_ja_ma_252_4v.tif; doc_ja_ma_252_5r.tif; doc_ja_ma_252_5v.tif; doc_ja_ma_252_6r.tif; doc_ja_ma_252_6v.tif; doc_ja_ma_252_7r.tif; doc_ja_ma_252_7v.tif; doc_ja_ma_252_8r.tif; doc_ja_ma_252_8v.tif
ref4297,cid4637777,Printed works,Pamphlets,"Bush, Isidor. New York, NY, Catalogue of hebrew works published in Vienna for sale at I. Busch, editor of the ""Israel's Herald""","Catalogue of hebrew works published in Vienna for sale at I. Busch, editor of the ""Israel's Herald""","Bush, Isidor",,,"New York, NY",1849,Drawer,Mixed materials,Judaica Americana,Folder,NYC 759,doc_ja_nyc_759_1r.tif; doc_ja_nyc_759_1v.tif; doc_ja_nyc_759_2r.tif; doc_ja_nyc_759_2v.tif; doc_ja_nyc_759_3r.tif; doc_ja_nyc_759_3v.tif; doc_ja_nyc_759_4r.tif; doc_ja_nyc_759_4v.tif; doc_ja_nyc_759_5r.tif; doc_ja_nyc_759_5v.tif; doc_ja_nyc_759_6r.tif; doc_ja_nyc_759_6v.tif
ref4298,cid4637776,Printed works,Pamphlets,"Cohen, Alfred Andrew. San Francisco, CA, A San Francisco newsletter with the obituary of Alfred Andrew Coehn (1829-1887)",A San Francisco newsletter with the obituary of Alfred Andrew Coehn (1829-1887),"Cohen, Alfred Andrew",,,"San Francisco, CA",1887 November 19,Drawer,Mixed materials,Judaica Americana Oversize,Folder,1,doc_jal_1_1r.tif; doc_jal_1_1v.tif; doc_jal_1_2r.tif; doc_jal_1_2v.tif; doc_jal_1_3r.tif; doc_jal_1_3v.tif; doc_jal_1_4r.tif; doc_jal_1_4v.tif; doc_jal_1_5r.tif; doc_jal_1_5v.tif; doc_jal_1_6r.tif; doc_jal_1_6v.tif; doc_jal_1_7r.tif; doc_jal_1_7v.tif; doc_jal_1_8r.tif; doc_jal_1_8v.tif; doc_jal_1_9r.tif; doc_jal_1_9v.tif; doc_jal_1_10r.tif; doc_jal_1_10v.tif; doc_jal_1_11r.tif; doc_jal_1_11v.tif; doc_jal_1_12r.tif; doc_jal_1_12v.tif; doc_jal_1_13r.tif; doc_jal_1_13v.tif; doc_jal_1_14r.tif; doc_jal_1_14v.tif
ref4299,cid4637775,Printed works,Pamphlets,"Cohen, Alfred E. San Francisco, CA, Complaint of Alfred A. Cohen against the Central Pacific Railroad Company",Complaint of Alfred A. Cohen against the Central Pacific Railroad Company,"Cohen, Alfred E.",,,"San Francisco, CA",1876,Drawer,Mixed materials,Judaica Americana,Folder,CA 298,doc_ja_ca_298_1r.tif; doc_ja_ca_298_1v.tif; doc_ja_ca_298_2r.tif; doc_ja_ca_298_2v.tif; doc_ja_ca_298_3r.tif; doc_ja_ca_298_3v.tif; doc_ja_ca_298_4r.tif; doc_ja_ca_298_4v.tif; doc_ja_ca_298_5r.tif; doc_ja_ca_298_5v.tif; doc_ja_ca_298_6r.tif; doc_ja_ca_298_6v.tif
ref4300,cid4637774,Printed works,Pamphlets,"Cohen, Alfred E. San Francisco, CA, This softcover booklet contains the details of the court case against Alfred A. Cohen brought by the Central Pacific Railroad Company",This softcover booklet contains the details of the court case against Alfred A. Cohen brought by the Central Pacific Railroad Company,"Cohen, Alfred E.",,,"San Francisco, CA",1876 October 3,Drawer,Mixed materials,Judaica Americana,Folder,CA 299,doc_ja_ca_299_1r.tif; doc_ja_ca_299_1v.tif; doc_ja_ca_299_2r.tif; doc_ja_ca_299_2v.tif; doc_ja_ca_299_3r.tif; doc_ja_ca_299_3v.tif; doc_ja_ca_299_4r.tif; doc_ja_ca_299_4v.tif; doc_ja_ca_299_5r.tif; doc_ja_ca_299_5v.tif; doc_ja_ca_299_6r.tif; doc_ja_ca_299_6v.tif; doc_ja_ca_299_7r.tif; doc_ja_ca_299_7v.tif; doc_ja_ca_299_8r.tif; doc_ja_ca_299_8v.tif; doc_ja_ca_299_9r.tif; doc_ja_ca_299_9v.tif; doc_ja_ca_299_10r.tif; doc_ja_ca_299_10v.tif; doc_ja_ca_299_11r.tif; doc_ja_ca_299_11v.tif; doc_ja_ca_299_12r.tif; doc_ja_ca_299_12v.tif; doc_ja_ca_299_13r.tif; doc_ja_ca_299_13v.tif; doc_ja_ca_299_14r.tif; doc_ja_ca_299_14v.tif; doc_ja_ca_299_15r.tif; doc_ja_ca_299_15v.tif; doc_ja_ca_299_16r.tif; doc_ja_ca_299_16v.tif; doc_ja_ca_299_17r.tif; doc_ja_ca_299_17v.tif; doc_ja_ca_299_18r.tif; doc_ja_ca_299_18v.tif; doc_ja_ca_299_19r.tif; doc_ja_ca_299_19v.tif; doc_ja_ca_299_20r.tif; doc_ja_ca_299_20v.tif; doc_ja_ca_299_21r.tif; doc_ja_ca_299_21v.tif; doc_ja_ca_299_22r.tif; doc_ja_ca_299_22v.tif; doc_ja_ca_299_23r.tif; doc_ja_ca_299_23v.tif; doc_ja_ca_299_24r.tif; doc_ja_ca_299_24v.tif; doc_ja_ca_299_25r.tif; doc_ja_ca_299_25v.tif; doc_ja_ca_299_26r.tif; doc_ja_ca_299_26v.tif; doc_ja_ca_299_27r.tif; doc_ja_ca_299_27v.tif; doc_ja_ca_299_28r.tif; doc_ja_ca_299_28v.tif; doc_ja_ca_299_29r.tif; doc_ja_ca_299_29v.tif; doc_ja_ca_299_30r.tif; doc_ja_ca_299_30v.tif
ref4301,cid4637773,Printed works,Pamphlets,"Cohen, Henry. Galveston, TX, Golden jubilee program in commemoration of the 50th anniversary of Dr. Henry Cohen as Rabbi of congregation B'nai Israel and in celebration of his 75th birthday",Golden jubilee program in commemoration of the 50th anniversary of Dr. Henry Cohen as Rabbi of congregation B'nai Israel and in celebration of his 75th birthday,"Cohen, Henry",,,"Galveston, TX",1938 April 27,Drawer,Mixed materials,Billheads Pre-1880,Folder,TX 3018,doc_bhe_tx_3018_1r.tif; doc_bhe_tx_3018_1v.tif; doc_bhe_tx_3018_2r.tif; doc_bhe_tx_3018_2v.tif; doc_bhe_tx_3018_3r.tif; doc_bhe_tx_3018_3v.tif; doc_bhe_tx_3018_4r.tif; doc_bhe_tx_3018_4v.tif; doc_bhe_tx_3018_5r.tif; doc_bhe_tx_3018_5v.tif; doc_bhe_tx_3018_6r.tif; doc_bhe_tx_3018_6v.tif
ref4302,cid4637772,Printed works,Pamphlets,"Cohen, J. I. Baltimore, MD, Constitution and bylaws of the National Institution for the Promotion of Science",Constitution and bylaws of the National Institution for the Promotion of Science,"Cohen, J. I.",,,"Baltimore, MD",1840 May 1,Drawer,Mixed materials,Judaica Americana,Folder,MD 190,doc_ja_md_190_1r.tif; doc_ja_md_190_1v.tif; doc_ja_md_190_2r.tif; doc_ja_md_190_2v.tif; doc_ja_md_190_3r.tif; doc_ja_md_190_3v.tif; doc_ja_md_190_4r.tif; doc_ja_md_190_4v.tif; doc_ja_md_190_5r.tif; doc_ja_md_190_5v.tif; doc_ja_md_190_6r.tif; doc_ja_md_190_6v.tif; doc_ja_md_190_7r.tif; doc_ja_md_190_7v.tif; doc_ja_md_190_8r.tif; doc_ja_md_190_8v.tif; doc_ja_md_190_9r.tif; doc_ja_md_190_9v.tif; doc_ja_md_190_10r.tif; doc_ja_md_190_10v.tif
ref4303,cid4637771,Printed works,Pamphlets,"Cohen, Philip and Cohen, Mendez. Norfolk, VA, Pamphlet of the 1821 Proposal of Virginia Assembly member Mr. Miller of Powhatan offering a substitute for the report and resolutions being offered to answer the Complaint of the US Supreme Court. This document concerns the sale of District of Columbia lottery tickets in Virginia, and set important precendent on state's rights. Published in Richmond by Thomas Ritchie","Pamphlet of the 1821 Proposal of Virginia Assembly member Mr. Miller of Powhatan offering a substitute for the report and resolutions being offered to answer the Complaint of the US Supreme Court. This document concerns the sale of District of Columbia lottery tickets in Virginia, and set important precendent on state's rights. Published in Richmond by Thomas Ritchie","Cohen, Philip","Cohen, Mendez",,"Norfolk, VA",1821,Drawer,Mixed materials,Judaica Americana,Folder,VA 672,doc_ja_va_672_1r.tif; doc_ja_va_672_1v.tif; doc_ja_va_672_2v.tif; doc_ja_va_672_3v.tif; doc_ja_va_672_4v.tif; doc_ja_va_672_5v.tif; doc_ja_va_672_6v.tif; doc_ja_va_672_7v.tif; doc_ja_va_672_8v.tif; doc_ja_va_672_10v.tif; doc_ja_va_672_11v.tif; doc_ja_va_672_12v.tif
ref4304,cid4637770,Printed works,Pamphlets,"Cohen, S. I. Philadelphia, PA, Elements of Jewish faith, translated from the Hebrew, by Rabbi S. I. Cohen. This is the 4th American edition and was printed by W. Fry in Philadelphia","Elements of Jewish faith, translated from the Hebrew, by Rabbi S. I. Cohen. This is the 4th American edition and was printed by W. Fry in Philadelphia","Cohen, S. I.",,,"Philadelphia, PA",1828,Drawer,Mixed materials,Judaica Americana,Folder,Phila Pamphlet 7,doc_ja_phil_pam_7_1r.tif; doc_ja_phil_pam_7_1v.tif; doc_ja_phil_pam_7_2r.tif; doc_ja_phil_pam_7_2v.tif; doc_ja_phil_pam_7_3r.tif; doc_ja_phil_pam_7_3v.tif; doc_ja_phil_pam_7_4r.tif; doc_ja_phil_pam_7_4v.tif; doc_ja_phil_pam_7_5r.tif; doc_ja_phil_pam_7_5v.tif; doc_ja_phil_pam_7_6r.tif; doc_ja_phil_pam_7_6v.tif; doc_ja_phil_pam_7_7r.tif; doc_ja_phil_pam_7_7v.tif; doc_ja_phil_pam_7_8r.tif; doc_ja_phil_pam_7_8v.tif; doc_ja_phil_pam_7_9r.tif; doc_ja_phil_pam_7_9v.tif; doc_ja_phil_pam_7_10r.tif; doc_ja_phil_pam_7_10v.tif; doc_ja_phil_pam_7_11r.tif; doc_ja_phil_pam_7_11v.tif; doc_ja_phil_pam_7_12r.tif; doc_ja_phil_pam_7_12v.tif; doc_ja_phil_pam_7_13r.tif; doc_ja_phil_pam_7_13v.tif; doc_ja_phil_pam_7_14r.tif; doc_ja_phil_pam_7_14v.tif; doc_ja_phil_pam_7_15r.tif; doc_ja_phil_pam_7_15v.tif; doc_ja_phil_pam_7_16r.tif; doc_ja_phil_pam_7_16v.tif; doc_ja_phil_pam_7_17r.tif; doc_ja_phil_pam_7_17v.tif; doc_ja_phil_pam_7_18r.tif; doc_ja_phil_pam_7_18v.tif; doc_ja_phil_pam_7_19r.tif; doc_ja_phil_pam_7_19v.tif; doc_ja_phil_pam_7_20r.tif; doc_ja_phil_pam_7_20v.tif; doc_ja_phil_pam_7_21r.tif; doc_ja_phil_pam_7_21v.tif; doc_ja_phil_pam_7_22r.tif; doc_ja_phil_pam_7_22v.tif; doc_ja_phil_pam_7_23r.tif; doc_ja_phil_pam_7_23v.tif; doc_ja_phil_pam_7_24r.tif; doc_ja_phil_pam_7_24v.tif; doc_ja_phil_pam_7_25r.tif; doc_ja_phil_pam_7_25v.tif; doc_ja_phil_pam_7_26r.tif; doc_ja_phil_pam_7_26v.tif
ref4305,cid4637769,Printed works,Pamphlets,"Cohn, Henry. New York, NY, Title to a lot of land",Title to a lot of land,"Cohn, Henry",,,"New York, NY",1864,Drawer,Mixed materials,Judaica Americana,Folder,NYC 764,doc_ja_nyc_764_1r.tif; doc_ja_nyc_764_1v.tif; doc_ja_nyc_764_2r.tif; doc_ja_nyc_764_2v.tif; doc_ja_nyc_764_3r.tif; doc_ja_nyc_764_3v.tif; doc_ja_nyc_764_4r.tif; doc_ja_nyc_764_4v.tif; doc_ja_nyc_764_5r.tif; doc_ja_nyc_764_5v.tif; doc_ja_nyc_764_6r.tif; doc_ja_nyc_764_6v.tif
ref4306,cid4637768,Printed works,Pamphlets,"De Cordova, Raphael J. New York, NY, A lecture on war, foreign and civil, and the blessings of union and peace, delivered in Temple Emanuel by R. J. De Cordova. Publisher: New York, M. Ellinger and Co., 1860. First Edition","A lecture on war, foreign and civil, and the blessings of union and peace, delivered in Temple Emanuel by R. J. De Cordova. Publisher: New York, M. Ellinger and Co., 1860. First Edition","De Cordova, Raphael J.",,,"New York, NY",1860 December 8,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2003,doc_ja_nycp_2003_1r.tif; doc_ja_nycp_2003_1v.tif; doc_ja_nycp_2003_2r.tif; doc_ja_nycp_2003_2v.tif; doc_ja_nycp_2003_3r.tif; doc_ja_nycp_2003_3v.tif; doc_ja_nycp_2003_4v.tif; doc_ja_nycp_2003_5r.tif; doc_ja_nycp_2003_5v.tif; doc_ja_nycp_2003_6r.tif; doc_ja_nycp_2003_6v.tif
ref4307,cid4637767,Printed works,Pamphlets,"De Faria, Francisco. London, England, The information of Edward Turberville, delivered at the bar of the House of Commons, Tuesday the ninth day of November 1680, regarding the Popish plot","The information of Edward Turberville, delivered at the bar of the House of Commons, Tuesday the ninth day of November 1680, regarding the Popish plot","De Faria, Francisco",,,"London, England",1680 November 5,Drawer,Mixed materials,International Oversize,Folder,1,doc_intl_1_1r.tif; doc_intl_1_1v.tif; doc_intl_1_2r.tif; doc_intl_1_2v.tif; doc_intl_1_3r.tif; doc_intl_1_3v.tif; doc_intl_1_4r.tif; doc_intl_1_4v.tif; doc_intl_1_5r.tif; doc_intl_1_5v.tif; doc_intl_1_6r.tif; doc_intl_1_6v.tif
ref4308,cid4637766,Printed works,Pamphlets,"De Faria, Francisco. London, England, The information of Stephen Dugdale, delivered at the bar of the House of Commons, Monday the first day of November 1680, regarding the Popish plot","The information of Stephen Dugdale, delivered at the bar of the House of Commons, Monday the first day of November 1680, regarding the Popish plot","De Faria, Francisco",,,"London, England",1680 November 5,Drawer,Mixed materials,International Oversize,Folder,2,doc_intl_2_1r.tif; doc_intl_2_1v.tif; doc_intl_2_2r.tif; doc_intl_2_2v.tif; doc_intl_2_3r.tif; doc_intl_2_3v.tif; doc_intl_2_4r.tif; doc_intl_2_4v.tif; doc_intl_2_5r.tif; doc_intl_2_5v.tif; doc_intl_2_6r.tif; doc_intl_2_6v.tif; doc_intl_2_7r.tif; doc_intl_2_7v.tif; doc_intl_2_8r.tif; doc_intl_2_8v.tif
ref4309,cid4637765,Printed works,Pamphlets,"De Faria, Francisco. London, England, This 1680 English pamphlet was an interesting historical episode in which an American born Jew was accused of involvement in the Gun Powder Plot. The pamphlet is ""The information of Francisco De Faria delivered at the bar of the House of Commons on Monday the first day of November, 1680.""","This 1680 English pamphlet was an interesting historical episode in which an American born Jew was accused of involvement in the Gun Powder Plot. The pamphlet is ""The information of Francisco De Faria delivered at the bar of the House of Commons on Monday the first day of November, 1680.""","De Faria, Francisco",,,"London, England",1680 October 26,Drawer,Mixed materials,International Oversize,Folder,3,doc_intl_3_1r.tif; doc_intl_3_1v.tif; doc_intl_3_2r.tif; doc_intl_3_2v.tif; doc_intl_3_3r.tif; doc_intl_3_3v.tif; doc_intl_3_4r.tif; doc_intl_3_4v.tif; doc_intl_3_5r.tif; doc_intl_3_5v.tif; doc_intl_3_6r.tif; doc_intl_3_6v.tif; doc_intl_3_7r.tif; doc_intl_3_7v.tif; doc_intl_3_8r.tif; doc_intl_3_8v.tif
ref4310,cid4637764,Printed works,Pamphlets,"De La Motta, Jacob. Charleston, SC, An exposition of the affairs of the medical society of South Carolina so far as they appertain to the establishment of a medical college in Charleston due to schism between professors of the medical college and the medical society. Minutes 12/2/1833. Dr. Jacob De La Motta is the typed signature as Secretary of the Medical Society of South Carolina",An exposition of the affairs of the medical society of South Carolina so far as they appertain to the establishment of a medical college in Charleston due to schism between professors of the medical college and the medical society. Minutes 12/2/1833. Dr. Jacob De La Motta is the typed signature as Secretary of the Medical Society of South Carolina,"De La Motta, Jacob",,,"Charleston, SC",1834,Drawer,Mixed materials,Judaica Americana,Folder,SC 569,doc_ja_sc_569_1r.tif; doc_ja_sc_569_1v.tif; doc_ja_sc_569_2r.tif; doc_ja_sc_569_2v.tif; doc_ja_sc_569_3r.tif; doc_ja_sc_569_3v.tif; doc_ja_sc_569_4r.tif; doc_ja_sc_569_4v.tif; doc_ja_sc_569_5r.tif; doc_ja_sc_569_5v.tif; doc_ja_sc_569_6r.tif; doc_ja_sc_569_6v.tif; doc_ja_sc_569_7r.tif; doc_ja_sc_569_7v.tif; doc_ja_sc_569_8r.tif; doc_ja_sc_569_8v.tif
ref4311,cid4637763,Printed works,Pamphlets,"De Leon, Edwin. Columbia, SC, The position and duties of ""Young America"", by Edwin De Leon. An address delivered before the two literary societies of the South Carolina College, December, 1845. Published in Columbia, S.C., and printed by A.S. Johnston, 1845","The position and duties of ""Young America"", by Edwin De Leon. An address delivered before the two literary societies of the South Carolina College, December, 1845. Published in Columbia, S.C., and printed by A.S. Johnston, 1845","De Leon, Edwin",,,"Columbia, SC",1845,Drawer,Mixed materials,Judaica Americana,Folder,GA 63,doc_ja_ga_63_1r.tif; doc_ja_ga_63_1v.tif; doc_ja_ga_63_2r.tif; doc_ja_ga_63_2v.tif; doc_ja_ga_63_3r.tif; doc_ja_ga_63_3v.tif; doc_ja_ga_63_4r.tif; doc_ja_ga_63_4v.tif; doc_ja_ga_63_5r.tif; doc_ja_ga_63_5v.tif; doc_ja_ga_63_6r.tif; doc_ja_ga_63_6v.tif; doc_ja_ga_63_7r.tif; doc_ja_ga_63_7v.tif; doc_ja_ga_63_8r.tif; doc_ja_ga_63_8v.tif; doc_ja_ga_63_9r.tif; doc_ja_ga_63_9v.tif; doc_ja_ga_63_10r.tif; doc_ja_ga_63_10v.tif; doc_ja_ga_63_11r.tif; doc_ja_ga_63_11v.tif; doc_ja_ga_63_12r.tif; doc_ja_ga_63_12v.tif; doc_ja_ga_63_13r.tif; doc_ja_ga_63_13v.tif; doc_ja_ga_63_14r.tif; doc_ja_ga_63_14v.tif
ref4312,cid4637762,Printed works,Pamphlets,"Dreyfus, Nathan A. New York, NY, This pamphlet is from Detroit Novelty Works.It discusses the infringment of a patent b yNathan A. Dreyus, the New York agent of the Rue Manufacturing Coo., who bought the US rights for the supplementary jet injector from the inventor James Gresham in 1866 and then made subsequent improvements that were patented. Judge Wheeler filed his decision, fully sustaining the validity of the Patent, declaring the infringement, and directing an injunction and account. From the Brotherhood of Locomotive Engineer's monthly journal, volume 14, Issue 10, 1880","This pamphlet is from Detroit Novelty Works.It discusses the infringment of a patent b yNathan A. Dreyus, the New York agent of the Rue Manufacturing Coo., who bought the US rights for the supplementary jet injector from the inventor James Gresham in 1866 and then made subsequent improvements that were patented. Judge Wheeler filed his decision, fully sustaining the validity of the Patent, declaring the infringement, and directing an injunction and account. From the Brotherhood of Locomotive Engineer's monthly journal, volume 14, Issue 10, 1880","Dreyfus, Nathan A.",,,"New York, NY",1875,Drawer,Mixed materials,Judaica Americana,Folder,NYC 813,doc_ja_nyc_813_1r.tif; doc_ja_nyc_813_1v.tif; doc_ja_nyc_813_a.tif; doc_ja_nyc_813_b.tif
ref4313,cid4637761,Printed works,Pamphlets,"Dropsie, Moses Aaron. Philadelphia, PA, Moses Dropsie case argued before the Supreme Court of Pennsylvania regarding Thomas Barlow et al vs William Patterson et al",Moses Dropsie case argued before the Supreme Court of Pennsylvania regarding Thomas Barlow et al vs William Patterson et al,"Dropsie, Moses Aaron",,,"Philadelphia, PA",1869 July 1,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 33,doc_ja_phil_33_1r.tif; doc_ja_phil_33_1v.tif; doc_ja_phil_33_2r.tif; doc_ja_phil_33_2v.tif; doc_ja_phil_33_3r.tif; doc_ja_phil_33_3v.tif; doc_ja_phil_33_4r.tif; doc_ja_phil_33_4v.tif; doc_ja_phil_33_5r.tif; doc_ja_phil_33_5v.tif; doc_ja_phil_33_6r.tif; doc_ja_phil_33_6v.tif; doc_ja_phil_33_7r.tif; doc_ja_phil_33_7v.tif; doc_ja_phil_33_8r.tif; doc_ja_phil_33_8v.tif; doc_ja_phil_33_9r.tif; doc_ja_phil_33_9v.tif; doc_ja_phil_33_10r.tif; doc_ja_phil_33_10v.tif; doc_ja_phil_33_11r.tif; doc_ja_phil_33_11v.tif; doc_ja_phil_33_12r.tif; doc_ja_phil_33_12v.tif; doc_ja_phil_33_13r.tif; doc_ja_phil_33_13v.tif; doc_ja_phil_33_14r.tif; doc_ja_phil_33_14v.tif
ref4314,cid4637760,Printed works,Pamphlets,"Dropsie, Moses Aaron. Philadelphia, PA, Synopsis of argument before the Judiciary Committee of the of Senate of Pennsylvania...on bills relating to Arrests by Private Persons",Synopsis of argument before the Judiciary Committee of the of Senate of Pennsylvania...on bills relating to Arrests by Private Persons,"Dropsie, Moses Aaron",,,"Philadelphia, PA",1869 March 29,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 37,doc_ja_phil_37_1r.tif; doc_ja_phil_37_1v.tif; doc_ja_phil_37_2r.tif; doc_ja_phil_37_2v.tif; doc_ja_phil_37_3r.tif; doc_ja_phil_37_3v.tif; doc_ja_phil_37_4r.tif; doc_ja_phil_37_4v.tif; doc_ja_phil_37_5r.tif; doc_ja_phil_37_5v.tif; doc_ja_phil_37_6r.tif; doc_ja_phil_37_6v.tif
ref4315,cid4637759,Printed works,Pamphlets,"Dutilh, Charles. Philadelphia, PA, Pamphlet regarding life insurance",Pamphlet regarding life insurance,"Dutilh, Charles",,,"Philadelphia, PA",1863,Drawer,Mixed materials,Gratz Family,Folder,34,doc_gf_34_1r.tif; doc_gf_34_1v.tif; doc_gf_34_2r.tif; doc_gf_34_2v.tif; doc_gf_34_3r.tif; doc_gf_34_3v.tif; doc_gf_34_4r.tif; doc_gf_34_4v.tif; doc_gf_34_5r.tif; doc_gf_34_5v.tif; doc_gf_34_6r.tif; doc_gf_34_6v.tif; doc_gf_34_7r.tif; doc_gf_34_7v.tif; doc_gf_34_8r.tif; doc_gf_34_8v.tif; doc_gf_34_9r.tif; doc_gf_34_9v.tif; doc_gf_34_10r.tif; doc_gf_34_10v.tif; doc_gf_34_11r.tif; doc_gf_34_11v.tif; doc_gf_34_12r.tif; doc_gf_34_12v.tif; doc_gf_34_13r.tif; doc_gf_34_13v.tif; doc_gf_34_14r.tif; doc_gf_34_14v.tif
ref4316,cid4637758,Printed works,Pamphlets,"Einhorn, David and Arnold, Abram B. Baltimore, MD, Inagural sermon delivered in the temple of the Har Sinai Verein, by Dr. David Einhorn. Translated from the German by Dr. Arnold","Inagural sermon delivered in the temple of the Har Sinai Verein, by Dr. David Einhorn. Translated from the German by Dr. Arnold","Einhorn, David","Arnold, Abram B.",,"Baltimore, MD",1855,Drawer,Mixed materials,Judaica Americana,Folder,MD 213,doc_ja_md_213_1r.tif; doc_ja_md_213_1v.tif; doc_ja_md_213_2r.tif; doc_ja_md_213_2v.tif; doc_ja_md_213_3r.tif; doc_ja_md_213_3v.tif; doc_ja_md_213_4r.tif; doc_ja_md_213_4v.tif; doc_ja_md_213_5r.tif; doc_ja_md_213_5v.tif; doc_ja_md_213_6r.tif; doc_ja_md_213_6v.tif; doc_ja_md_213_7r.tif; doc_ja_md_213_7v.tif; doc_ja_md_213_8r.tif; doc_ja_md_213_8v.tif
ref4317,cid4637757,Printed works,Pamphlets,"Einhorn, David. Philadelphia, PA, The cover only of the eulogy given by Dr. David Einhorn at Kenesseth Israel, Philadelphia","The cover only of the eulogy given by Dr. David Einhorn at Kenesseth Israel, Philadelphia","Einhorn, David",,,"Philadelphia, PA",1865 April 19,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 46,doc_ja_phil_46_1r.tif; doc_ja_phil_46_1v.tif
ref4318,cid4637756,Printed works,Pamphlets,"Etting, Reuben. Baltimore, MD, This pamphlet is a corrected census report of Maryland by Ruben Etting, acting as United States Marshall of the district of Maryland, to President Jefferson. It includes the printed transmittal letter from Etting","This pamphlet is a corrected census report of Maryland by Ruben Etting, acting as United States Marshall of the district of Maryland, to President Jefferson. It includes the printed transmittal letter from Etting","Etting, Reuben",,,"Baltimore, MD",1801 December 23,Drawer,Mixed materials,Judaica Americana,Folder,MD 217,doc_ja_md_217_1r.tif; doc_ja_md_217_1v.tif; doc_ja_md_217_2r.tif; doc_ja_md_217_2v_a.tif; doc_ja_md_217_3r_a.tif; doc_ja_md_217_3v.tif
,,Printed works,Pamphlets,"Frank, Joe M. Miami, OH, Dance program for the M. P. C",Styles and Fashions. Issued monthly for the hat trade,"Frank, Joe M.",,,"Miami, OH",1884 February 22,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 46,
ref4319,cid4637755,Printed works,Pamphlets,"Friedenwald, Isaac. Baltimore, MD, Styles and Fashions. Issued monthly for the hat trade",,"Friedenwald, Isaac",,,"Baltimore, MD",1890 July 1,Drawer,Mixed materials,Montefiore,Folder,41,doc_mnt_41_1r.tif; doc_mnt_41_1v.tif; doc_mnt_41_2r.tif; doc_mnt_41_2v.tif; doc_mnt_41_3r.tif; doc_mnt_41_3v.tif; doc_mnt_41_4r.tif; doc_mnt_41_4v.tif; doc_mnt_41_5r.tif; doc_mnt_41_5v.tif; doc_mnt_41_6r.tif; doc_mnt_41_6v.tif
ref4320,cid4637754,Printed works,Pamphlets,"Friedman, Lee M. New York, NY, Francisco De Faria, an American Jew, and the popish plot","Francisco De Faria, an American Jew, and the popish plot","Friedman, Lee M.",,,"New York, NY",1911,Drawer,Mixed materials,International,Folder,4,doc_in_4_1r.tif; doc_in_4_1v.tif; doc_in_4_2r.tif; doc_in_4_2v.tif; doc_in_4_3r.tif; doc_in_4_3v.tif; doc_in_4_4r.tif; doc_in_4_4v.tif; doc_in_4_5r.tif; doc_in_4_5v.tif; doc_in_4_6r.tif; doc_in_4_6v.tif; doc_in_4_7r.tif; doc_in_4_7v.tif; doc_in_4_8r.tif; doc_in_4_8v.tif; doc_in_4_9r.tif; doc_in_4_9v.tif; doc_in_4_10r.tif; doc_in_4_10v.tif; doc_in_4_11r.tif; doc_in_4_11v.tif
ref4321,cid4637753,Printed works,Pamphlets,"Friedman, Lee M. New York, NY, Judah Monis, first instructor in Hebrew at Harvard University","Judah Monis, first instructor in Hebrew at Harvard University","Friedman, Lee M.",,,"New York, NY",1914,Drawer,Mixed materials,Judaica Americana,Folder,MD 259,doc_ja_ma_259_1r.tif; doc_ja_ma_259_1v.tif; doc_ja_ma_259_2r.tif; doc_ja_ma_259_2v.tif; doc_ja_ma_259_3r.tif; doc_ja_ma_259_3v.tif; doc_ja_ma_259_4r.tif; doc_ja_ma_259_4v.tif; doc_ja_ma_259_5r.tif; doc_ja_ma_259_5v.tif; doc_ja_ma_259_6r.tif; doc_ja_ma_259_6v.tif; doc_ja_ma_259_7r.tif; doc_ja_ma_259_7v.tif; doc_ja_ma_259_8r.tif; doc_ja_ma_259_8v.tif; doc_ja_ma_259_9r.tif; doc_ja_ma_259_9v.tif; doc_ja_ma_259_10r.tif; doc_ja_ma_259_10v.tif; doc_ja_ma_259_11r.tif; doc_ja_ma_259_11v.tif; doc_ja_ma_259_12r.tif; doc_ja_ma_259_12v.tif; doc_ja_ma_259_13r.tif; doc_ja_ma_259_13v.tif; doc_ja_ma_259_14r.tif; doc_ja_ma_259_14v.tif
